Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Kolkata,PM2.5 - Principal,2023-11-09 07:00 PM,2023,11,09,19,167.7,218,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-09 08:00 PM,2023,11,09,20,196.7,247,Very Unhealthy,229.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-09 09:00 PM,2023,11,09,21,240.5,290,Very Unhealthy,278.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-09 10:00 PM,2023,11,09,22,261.2,312,Hazardous,282.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-09 11:00 PM,2023,11,09,23,271.6,322,Hazardous,282.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 12:00 AM,2023,11,10,00,271.3,322,Hazardous,271.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 01:00 AM,2023,11,10,01,274.6,325,Hazardous,278.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 02:00 AM,2023,11,10,02,268.3,319,Hazardous,262.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 03:00 AM,2023,11,10,03,245.0,295,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 04:00 AM,2023,11,10,04,227.7,278,Very Unhealthy,210.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 05:00 AM,2023,11,10,05,229.8,280,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 06:00 AM,2023,11,10,06,237.2,287,Very Unhealthy,237.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 07:00 AM,2023,11,10,07,234.8,285,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 08:00 AM,2023,11,10,08,239.6,289,Very Unhealthy,253.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 09:00 AM,2023,11,10,09,235.2,285,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 10:00 AM,2023,11,10,10,197.6,248,Very Unhealthy,155.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 11:00 AM,2023,11,10,11,170.4,221,Very Unhealthy,144.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 12:00 PM,2023,11,10,12,152.8,203,Very Unhealthy,137.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 01:00 PM,2023,11,10,13,142.6,196,Unhealthy,132.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 02:00 PM,2023,11,10,14,136.7,193,Unhealthy,130.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 03:00 PM,2023,11,10,15,131.0,190,Unhealthy,126.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 04:00 PM,2023,11,10,16,129.5,189,Unhealthy,128.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 05:00 PM,2023,11,10,17,129.7,189,Unhealthy,130.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 06:00 PM,2023,11,10,18,136.8,193,Unhealthy,144.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 07:00 PM,2023,11,10,19,154.9,205,Very Unhealthy,173.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 08:00 PM,2023,11,10,20,191.2,241,Very Unhealthy,235.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 09:00 PM,2023,11,10,21,256.4,307,Hazardous,318.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 10:00 PM,2023,11,10,22,299.7,350,Hazardous,343.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-10 11:00 PM,2023,11,10,23,315.9,366,Hazardous,332.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-11 12:00 AM,2023,11,11,00,321.4,371,Hazardous,327.0,UG/M3,1 Hr,Valid
Kolkata,PM2.5 - Principal,2023-11-11 01:00 AM,2023,11,11,01,323.2,373,Hazardous,325.0,UG/M3,1 Hr,Valid
